Product Name,Over_All_Rating,Price,Date,Rating,Name,Comment
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,9 Dec 2024,4,Sachin Chauhan,"The shirt is good, quality is also fine.

But it looks like the patterns are printed on the outer side, and inside the shirt has a plane green color unlike shown in the pictures, where the model folds his sleeves and the checked patterns are visible on the inside of the cloth."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,13 Aug 2024,5,Yash Moyal,"It was amazing 😍 
Nice quality and value of money 💰 
Colour and fitting was awesome 👍"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,14 Dec 2025,5,Lokanath Sahoo,"I'm very satisfied with this HIGHLANDER shirt. The Olive Green & Black check looks exactly as pictured, and the Slim Fit (Size 40) is modern and comfortable. It's a versatile casual shirt that pairs well with everything. The fabric quality is good for the price. Definitely recommend this one!"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,3 Apr 2021,5,Anish Kumar,Very promise product.. Nice fitting  having goog quality. And most important point is the  delivery  product is as similar as shown in photo.. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,9 Feb 2025,4,Anindya Anupam,"**Rating: ★★★★☆ (4/5)**  

The fit of this shirt is really good—slim and stylish! It looks great and sits well. But the fabric could have been better, feels a bit average. Still, a solid pick if you’re looking for a well-fitted casual shirt!"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,16 Aug 2024,5,Myntra Customer,"Shirt fit  very perfect  as per the size ordered, fabric is also so good , comfortable to wear ,Worth for the price💯"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,1 Sept 2024,5,Nilesh,"I recently purchased a Highlander shirt from Myntra, and I couldn't be more pleased. The fabric is soft and comfortable, making it perfect for everyday wear. The fit is just right and true to size, and the quality is top-notch. Overall, a great buy!"""
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,26 Apr 2024,5,Sunil Kumar,"Wow….😮- > Excellent product I’m impressed ❣️🫡
Good quality 👌🏻"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,11 July 2024,3,Venkatesh Kumar,"The checks print in this shirt is super fine with BG olive shade but the cloth quality is little poor. It's a real slim fit shirt, I felt tight at my waist. It has again became true that always you will get quality products for high price."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,3 Sept 2024,4,Shahadat Hussain,Good one 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,18 Sept 2025,4,Ayushi,"
The shirt is of good quality with soft fabric and a comfortable fit. The stitching is neat, and it looks stylish for both casual and formal wear. After washing, the color and shape remain intact. Overall, a good purchase."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,15 Dec 2022,4,Aakash Tank,"Shirt fabric is very good and stitching is perfect to level up the fitting experience.
But the length of Shirt is overall not much so if you're somewhat slim and highty in appearance that should be short in my pov. 


"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,28 Nov 2020,5,Pranay,Quality Is Awesome. But I Want 1 Size Big.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,11 Nov 2024,5,Polleni Sriman Rao,"I like so much Myntra it’ is a good product and quality is good price also normal for the customer it is a good app we will appreciate the Myntra for normal people getting the shopping in less price thanks once again 











"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,18 May 2024,5,Raghav Sharma,The product was good. Fit is not perfect to me. Material quality is average. Colour was amazing. Comfort was excellent. You can wear with white/black bottom. You can also layer with black/white. Anyway the product was 100% recommend. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,28 Oct 2024,5,Dipesh,"This Shirt is a perfect fit! The material feels comfortable, and the color is exactly as shown. It looks stylish and pairs well with both casual and semi-formal outfits. Great quality for the price—definitely a recommended buy!"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 Oct 2025,3,Dimple,"I bought this shirt online and overall they’re comfortable and fit well. The material feels nice and they’re great for daily wear. However, the color starts to fade after some time and a few washes. Good for the price, but the color quality could be better.

"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,15 Nov 2023,5,Sameer Kumar,"1. The shirt has a lovely color, and it's very comfortable.
2. The fabric is of high quality, making it enjoyable to wear.
3. The shirt gives off a subtle shine, enhancing its overall appeal.
4. I am genuinely happy and satisfied with my purchase."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,8 May 2024,1,Abhinav Singh,The word perfect would not be even perfect for this product. Best Quality Shirt and it's now one of the favourite shirts that I have. In budget and with the best comfort. Truly Amazing experience from Highlander and Myntra too.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,25 Oct 2025,5,Aryaa,"I recently ordered a shirt from Myntra and I’m really happy with my purchase! The product quality is excellent, Delivery was on time too. Totally worth the price — thank you Myntra for a smooth shopping experience! 💫"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,22 Aug 2024,5,Kalyan,Superb product. The Shirt quality is good and the colour is also good. It suits all kinds of skin tone people. Excellent fit but if you are more than 44 then go for L size.less than 42 then go for M size. Comfort is good.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,19 Nov 2025,5,V Kedari,The fabric was too comfortable and the fit was exactly perfect to the body . I washed for many times but I doesn't changes its colour it remains as it is at the first . Thank youuu myntra for such a wonderful product 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,25 June 2020,5,Ram,It's very comfortable and classic shirt as expected. Fitting so much and quality is very good. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,13 Sept 2024,5,Anuj,Definitely recommend purchasing from this company. Their product is excellent quality and easy to use. I gave my review to thank me. I can send anyone a picture if they want to see it from a customer who purchased.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,5 Dec 2020,4,Rohit,"The shirt is looking good as expected ,but little bit quality is not fully satisfied as I expected "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,7 Oct 2025,4,Mohit,"It looks good.
but the quality is not that much good."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,22 Oct 2023,5,Raji,"Perfect fit and I gifted my bestie he likes a lot
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,13 Dec 2025,5,Yash Sharma,"Quality and fabric of cloth is absolutely amazing 
I bought this for my father and after wearing it he look so handsome i can’t even describe it 
Fit,quality,material,colour and comfort are fantastic.
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,18 Aug 2024,3,Sekhar," I bought this shirt two months ago. I have a dusky skin tone, and it gave me a premium look when I wore it. The photos came out really nice too. Made with solid fabric, the quality is just right for the price. I would rate it 7 out of 10."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,17 Oct 2023,4,Myntra Customer,"Shirt is same as shown on Myntra, price is also good, after one wash I will review again about colour and shirt quality is that same or not after use and wash .

"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,7 July 2024,5,Vikas Singh,"The quality of the shirt is very good. It does not lose its colour even after a lot of use and is very comfortable to wear. The shirt arrived at home on time and the packaging was also very good.
😊😊"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 July 2023,5,Raj Vyavahare,"Fitting is good, cloth guality is good cotton plus polyster , colour is as shown in image, this price range good guality."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,10 Dec 2020,5,Best,Nice buy loved the product??
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,28 Dec 2020,5,Subimal,Good purchase of mine
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,17 Nov 2025,5,Krishna Sharma,The shirt was great. The quality was great. I have been wearing it for 1 year now and it's still intact no faded colour nothing. The fabric is super nice. Overall a great shirt for casual wear
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,8 Feb 2025,3,Ayush Anshuman Nayak,"If you’re describing an elegant ball, you might want to place a character in a form-fitting strapless evening gown, as this is a common piece for formal dances. Describing the clothing reinforces the setting you’ve chosen"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,21 Aug 2024,5,Gopal Rathore,"Shirt is very good size too big so i want to go highlander but i will be check my true size than i can get perfect size shirts Highlander thank you myntra 
All over shirt is good and fabric "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,3 Nov 2023,4,Myntra Customer,"This is awesome and perfect as per size and cloth quality is also good 
Worth for money "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,16 Jan 2025,5,Dev,Cool h
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,16 Oct 2024,5,Abhishek,"In a simple way , i wanna say go for it .,trust me you guys gonna love it .. talking about price, talking about fabric , everything is top notch, don't think too much just buy it now...."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,26 Aug 2024,5,Ram Deep Reddy N,"The shirt is stylish and comfortable, made from high quality material that feels great on skin. It fits well and offers good value for money, making it a solid addition to any wardrobe.
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,23 Sept 2024,4,U Rajani," I bought this for my husband,he likes it very much ,the fit is so comfortable  and quality is very good ,best at this price just go for it with out any hesitation

"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,3 Feb 2025,5,Ambar Tiwari,"Great buy! Highlander check grey shirt is stylish, comfortable, and perfect fit. Quality is excellent, as expected from Highlander. Highly satisfied!
Thankyou Myntra ❤️❤️"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,18 Nov 2025,4,Harsh Gupta,Good quality shirt with a comfortable fit. The fabric feels soft and the colour matches the images. Delivery was on time and the packaging was neat and secure.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,8 Dec 2024,5,Rk,"The quality of cloth for the price is good. There was no color bleed and no noticable shrinkage. So, if you aren't looking for stretchable material then this is a good choice."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,28 Sept 2024,5,Rishi,"this shirt is actually so good and comfortable . at this price , it is really very good from its looks to its quality. you should buy it in my opinion go. for it












"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,18 Dec 2020,4,Sushant Mishra,Product quality was good and fitting was as expected.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,8 Oct 2025,5,Prakash Mahato,"The shirt looks very stylish and fits perfectly! The fabric feels soft and comfortable. Highlander never disappoints — great quality at this price. Totally worth it 👌
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,17 Mar 2025,5,Aditya,I love this shirt. Looking nike. This shirt is one of my favourites. But कुठे कुठे शिलाई निघाली आहे . Don't worry it's fine 😉
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,6 Aug 2024,4,Myntra Customer,"Lovely Quality 
Im happy. Full money vasool product "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,24 Mar 2021,3,Jibu John,Always select a size higher for this brand of shirt. If your size is S for roadster brand shirt then I suggest to select M for highlander brand shirts. I bought S and it is tight for me to wear this shirt. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,3 Mar 2020,4,Navnath Nikam,Mytra people add contrast while they edit these photos. So keep this in mind when you select dark clothes. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,22 Sept 2025,4,Akash Arya,I used this shirt for one year now and I must say it's a good comfortable stuff. Over the period colour fade out but it is quite obvious as its cotton.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,18 June 2020,5,Myntra Customer,tooo good quality...?
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,28 Sept 2023,5,Deepak Vijay Jain,"Highlander my go to brand for checks collection which goes well with my office atmosphere and gives the confidence... Fit, quality and fabric are all worth spending....."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,23 Nov 2023,5,Sunny Rajput,A very awesome product Myntra 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,14 Oct 2023,5,Ravi Thakur,Nice quality and color too
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,30 June 2025,4,Faruque Azam,"I am giving a review after using it for a whole month and washing it many times. The fabric is really amazing, and the color is not fading at all.

"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,4 Dec 2025,5,Neelesh Rajpoot,I got this Highlander shirt for an amazing offer of ₹215  😍 The quality is great and it fits well. I'd definitely give it 5 stars ⭐️⭐️⭐️⭐️⭐️
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,10 Jan 2025,5,Pratyush Pandey,Good fabric and I love it
